id_produto,nome_concorrente,preco_concorrente,data_coleta
PROD-0018,Magazine Luiza,4401.27,2024-02-23T20:14:27
PROD-0076,Mercado Livre,442.55,2024-02-23T21:27:01
PROD-0006,Shopee,649.33,2024-02-24T00:47:07
PROD-0004,Americanas,2617.18,2024-02-24T05:12:32
PROD-0014,Americanas,4317.16,2024-02-24T09:10:21
PROD-0065,Amazon,106.89,2024-02-24T10:38:04
PROD-0043,Shopee,738.7,2024-02-24T11:01:42
PROD-0005,Amazon,4091.39,2024-02-24T11:20:45
PROD-0066,Amazon,226.99,2024-02-24T14:17:47
PROD-0009,Mercado Livre,3264.39,2024-02-24T15:05:40
PROD-0010,Mercado Livre,3762.22,2024-02-24T16:58:27
PROD-0042,Americanas,865.19,2024-02-24T18:11:09
PROD-0019,Americanas,3400.19,2024-02-24T20:50:13
PROD-0047,Amazon,83.01,2024-02-24T22:44:11
PROD-0007,Mercado Livre,4244.18,2024-02-25T06:44:45
PROD-0006,Amazon,427.25,2024-02-25T08:26:11
PROD-0052,Shopee,36.2,2024-02-25T10:21:34
PROD-0010,Mercado Livre,4040.91,2024-02-25T11:52:33
PROD-0019,Magazine Luiza,3791.8,2024-02-25T13:35:43
PROD-0074,Shopee,280.1,2024-02-25T15:18:29
PROD-0050,Americanas,337.3,2024-02-25T16:25:52
PROD-0043,Amazon,622.67,2024-02-25T16:40:56
PROD-0036,Shopee,380.99,2024-02-25T17:10:24
PROD-0075,Magazine Luiza,244.91,2024-02-25T17:55:43
PROD-0011,Americanas,5190.94,2024-02-25T20:40:56
PROD-0072,Shopee,347.68,2024-02-25T21:21:56
PROD-0067,Magazine Luiza,250.86,2024-02-25T21:55:16
PROD-0057,Amazon,121.65,2024-02-25T22:41:11
PROD-0030,Shopee,55.22,2024-02-25T23:30:38
PROD-0027,Americanas,174.35,2024-02-26T05:29:59
PROD-0040,Shopee,217.94,2024-02-26T06:51:53
PROD-0051,Magazine Luiza,167.91,2024-02-26T10:46:32
PROD-0019,Amazon,4076.8,2024-02-26T14:25:40
PROD-0045,Mercado Livre,500.4,2024-02-26T15:13:41
PROD-0077,Magazine Luiza,225.78,2024-02-26T16:15:17
PROD-0023,Magazine Luiza,305.95,2024-02-26T16:28:56
PROD-0077,Mercado Livre,208.62,2024-02-26T16:29:55
PROD-0063,Shopee,183.51,2024-02-26T19:19:06
PROD-0008,Shopee,1850.36,2024-02-27T01:43:40
PROD-0030,Amazon,84.44,2024-02-27T07:22:38
PROD-0017,Shopee,3650.92,2024-02-27T08:53:31
PROD-0053,Amazon,147.11,2024-02-27T10:00:30
PROD-0073,Mercado Livre,481.44,2024-02-27T10:36:10
PROD-0025,Americanas,198.72,2024-02-27T11:33:35
PROD-0003,Mercado Livre,1362.11,2024-02-27T12:23:38
PROD-0044,Amazon,368.25,2024-02-27T14:12:24
PROD-0074,Amazon,202.4,2024-02-27T23:00:50
PROD-0036,Americanas,305.88,2024-02-27T23:46:35
PROD-0004,Magazine Luiza,3284.23,2024-02-28T00:54:14
PROD-0055,Shopee,42.69,2024-02-28T07:01:59
PROD-0029,Mercado Livre,754.92,2024-02-28T07:34:32
PROD-0041,Amazon,229.42,2024-02-28T12:23:09
PROD-0015,Magazine Luiza,2788.95,2024-02-28T17:04:10
PROD-0057,Mercado Livre,118.8,2024-02-28T18:37:46
PROD-0056,Shopee,17.78,2024-02-28T18:52:39
PROD-0011,Shopee,3404.25,2024-02-28T18:57:55
PROD-0035,Americanas,860.38,2024-02-28T19:26:31
PROD-0073,Americanas,494.58,2024-02-28T23:27:06
PROD-0050,Shopee,294.01,2024-02-29T07:03:40
PROD-0005,Mercado Livre,3916.98,2024-02-29T09:43:34
PROD-0005,Shopee,2998.32,2024-02-29T14:10:25
PROD-0061,Americanas,55.39,2024-02-29T14:15:41
PROD-0080,Mercado Livre,71.69,2024-02-29T19:31:51
PROD-0008,Americanas,1842.17,2024-02-29T20:45:30
PROD-0077,Americanas,167.55,2024-02-29T21:51:28
PROD-0002,Amazon,3341.22,2024-03-01T01:58:10
PROD-0039,Amazon,846.15,2024-03-01T05:35:03
PROD-0006,Mercado Livre,407.5,2024-03-01T14:15:23
PROD-0001,Americanas,2962.4,2024-03-01T14:33:00
PROD-0020,Amazon,7386.12,2024-03-01T15:13:02
PROD-0056,Magazine Luiza,25.16,2024-03-01T17:40:50
PROD-0050,Magazine Luiza,514.8,2024-03-01T17:49:14
PROD-0032,Magazine Luiza,1033.4,2024-03-01T18:45:46
PROD-0008,Americanas,1806.57,2024-03-01T20:27:59
PROD-0061,Americanas,60.92,2024-03-01T20:55:00
PROD-0041,Amazon,231.87,2024-03-01T22:07:37
PROD-0035,Amazon,766.1,2024-03-01T22:58:38
PROD-0007,Magazine Luiza,2899.31,2024-03-02T07:14:48
PROD-0036,Shopee,391.67,2024-03-02T08:58:46
PROD-0076,Shopee,346.0,2024-03-02T10:03:14
PROD-0049,Amazon,119.3,2024-03-02T10:45:12
PROD-0076,Mercado Livre,447.11,2024-03-02T10:52:15
PROD-0074,Shopee,281.28,2024-03-02T12:27:50
PROD-0057,Americanas,138.64,2024-03-02T13:59:25
PROD-0072,Mercado Livre,411.23,2024-03-02T14:53:25
PROD-0014,Amazon,5163.95,2024-03-02T15:03:23
PROD-0065,Shopee,157.05,2024-03-02T15:37:29
PROD-0012,Magazine Luiza,5198.2,2024-03-02T15:56:49
PROD-0004,Americanas,2742.93,2024-03-02T16:07:05
PROD-0064,Mercado Livre,223.32,2024-03-02T17:25:12
PROD-0030,Magazine Luiza,58.58,2024-03-03T00:23:36
PROD-0069,Magazine Luiza,92.23,2024-03-03T09:10:43
PROD-0072,Magazine Luiza,495.59,2024-03-03T10:48:34
PROD-0040,Americanas,234.43,2024-03-04T06:18:44
PROD-0035,Magazine Luiza,880.77,2024-03-04T06:28:16
PROD-0054,Americanas,171.93,2024-03-04T08:59:04
PROD-0072,Magazine Luiza,471.56,2024-03-04T09:14:35
PROD-0007,Shopee,3376.56,2024-03-04T12:53:26
PROD-0078,Magazine Luiza,292.85,2024-03-04T16:05:14
PROD-0026,Amazon,139.78,2024-03-04T16:28:26
PROD-0040,Shopee,200.48,2024-03-04T20:05:37
PROD-0018,Mercado Livre,6941.69,2024-03-04T22:58:44
PROD-0011,Magazine Luiza,4014.71,2024-03-05T04:18:29
PROD-0040,Mercado Livre,322.33,2024-03-05T04:25:31
PROD-0058,Shopee,26.14,2024-03-05T15:19:25
PROD-0075,Magazine Luiza,245.75,2024-03-05T16:16:48
PROD-0057,Amazon,120.39,2024-03-05T16:26:47
PROD-0034,Magazine Luiza,407.16,2024-03-05T21:30:58
PROD-0007,Magazine Luiza,3059.04,2024-03-06T00:45:44
PROD-0065,Amazon,103.65,2024-03-06T07:25:45
PROD-0027,Shopee,124.33,2024-03-06T10:34:22
PROD-0046,Shopee,664.98,2024-03-06T10:58:10
PROD-0073,Amazon,347.05,2024-03-06T11:09:00
PROD-0001,Shopee,2400.56,2024-03-06T11:46:21
PROD-0036,Shopee,380.19,2024-03-06T13:50:09
PROD-0004,Amazon,4181.01,2024-03-06T15:55:13
PROD-0077,Americanas,164.18,2024-03-06T22:43:24
PROD-0026,Americanas,158.97,2024-03-07T00:53:20
PROD-0010,Shopee,3747.06,2024-03-07T11:02:45
PROD-0017,Magazine Luiza,3778.42,2024-03-07T11:31:30
PROD-0052,Shopee,37.24,2024-03-07T11:55:02
PROD-0056,Mercado Livre,31.79,2024-03-07T19:31:45
PROD-0061,Amazon,56.77,2024-03-07T20:14:39
PROD-0047,Shopee,82.02,2024-03-08T01:37:41
PROD-0009,Americanas,3354.37,2024-03-08T10:41:33
PROD-0058,Shopee,27.43,2024-03-08T13:30:08
PROD-0040,Magazine Luiza,281.47,2024-03-08T15:23:45
PROD-0001,Magazine Luiza,3662.77,2024-03-08T16:48:29
PROD-0070,Mercado Livre,166.58,2024-03-08T17:17:16
PROD-0037,Shopee,825.07,2024-03-08T17:43:09
PROD-0026,Mercado Livre,133.41,2024-03-08T18:34:39
PROD-0031,Magazine Luiza,631.07,2024-03-08T22:04:49
PROD-0026,Shopee,146.07,2024-03-08T22:05:59
PROD-0012,Magazine Luiza,5170.05,2024-03-08T22:57:56
PROD-0076,Magazine Luiza,477.53,2024-03-09T00:32:21
PROD-0041,Mercado Livre,215.64,2024-03-09T01:18:13
PROD-0050,Mercado Livre,423.33,2024-03-09T06:55:36
PROD-0006,Amazon,426.55,2024-03-09T13:11:13
PROD-0076,Amazon,499.17,2024-03-09T14:13:46
PROD-0033,Amazon,379.52,2024-03-09T14:38:43
PROD-0053,Amazon,144.14,2024-03-09T21:25:39
PROD-0069,Americanas,85.06,2024-03-09T23:15:33
PROD-0016,Shopee,3557.21,2024-03-10T01:42:13
PROD-0025,Magazine Luiza,179.0,2024-03-10T03:45:11
PROD-0073,Mercado Livre,446.69,2024-03-10T06:13:26
PROD-0066,Mercado Livre,266.0,2024-03-10T07:33:47
PROD-0045,Mercado Livre,514.83,2024-03-10T13:44:17
PROD-0064,Mercado Livre,229.34,2024-03-10T15:53:30
PROD-0003,Magazine Luiza,2099.59,2024-03-10T18:19:06
PROD-0056,Americanas,32.66,2024-03-10T18:24:35
PROD-0076,Americanas,287.93,2024-03-10T20:50:59
PROD-0074,Magazine Luiza,170.65,2024-03-11T07:10:02
PROD-0024,Amazon,357.78,2024-03-11T07:40:13
PROD-0005,Shopee,2990.88,2024-03-11T07:46:12
PROD-0066,Americanas,208.04,2024-03-11T09:56:09
PROD-0060,Americanas,111.41,2024-03-11T11:08:05
PROD-0059,Amazon,102.03,2024-03-11T11:34:59
PROD-0080,Shopee,44.85,2024-03-11T11:42:21
PROD-0017,Shopee,3662.25,2024-03-11T12:14:47
PROD-0053,Mercado Livre,167.52,2024-03-11T16:05:17
PROD-0024,Amazon,356.72,2024-03-11T16:50:17
PROD-0041,Magazine Luiza,192.63,2024-03-11T17:05:04
PROD-0065,Mercado Livre,145.25,2024-03-11T17:49:59
PROD-0077,Amazon,192.31,2024-03-11T21:16:22
PROD-0058,Amazon,28.59,2024-03-12T08:11:00
PROD-0069,Shopee,89.85,2024-03-12T10:17:12
PROD-0036,Mercado Livre,320.9,2024-03-12T14:59:05
PROD-0027,Americanas,183.42,2024-03-12T15:49:16
PROD-0067,Magazine Luiza,253.8,2024-03-12T15:55:55
PROD-0064,Mercado Livre,236.24,2024-03-12T20:55:10
PROD-0009,Shopee,2857.56,2024-03-12T22:51:41
PROD-0011,Shopee,3289.7,2024-03-13T11:56:32
PROD-0005,Mercado Livre,4024.13,2024-03-13T12:33:04
PROD-0040,Americanas,240.14,2024-03-13T13:23:39
PROD-0050,Amazon,302.68,2024-03-13T14:51:03
PROD-0032,Shopee,786.54,2024-03-13T15:33:19
PROD-0023,Magazine Luiza,293.17,2024-03-13T17:19:12
PROD-0076,Shopee,348.1,2024-03-13T17:29:40
PROD-0028,Magazine Luiza,460.66,2024-03-13T18:02:07
PROD-0019,Americanas,3634.8,2024-03-13T19:56:27
PROD-0005,Mercado Livre,3897.8,2024-03-13T21:50:33
PROD-0013,Amazon,6015.88,2024-03-13T22:50:31
PROD-0051,Americanas,122.54,2024-03-13T23:16:35
PROD-0062,Amazon,117.33,2024-03-13T23:37:53
PROD-0053,Shopee,145.23,2024-03-14T03:11:51
PROD-0049,Amazon,119.99,2024-03-14T09:24:44
PROD-0050,Amazon,323.16,2024-03-14T10:57:20
PROD-0011,Americanas,4964.28,2024-03-14T11:08:54
PROD-0074,Magazine Luiza,173.53,2024-03-14T12:54:44
PROD-0076,Mercado Livre,453.43,2024-03-14T18:14:21
PROD-0070,Americanas,197.61,2024-03-14T21:45:47
PROD-0075,Magazine Luiza,239.13,2024-03-15T06:33:03
PROD-0026,Mercado Livre,134.2,2024-03-15T06:37:48
PROD-0021,Amazon,405.19,2024-03-15T09:28:09
PROD-0063,Amazon,248.42,2024-03-15T12:37:02
PROD-0026,Magazine Luiza,155.41,2024-03-15T16:53:41
PROD-0009,Amazon,3845.29,2024-03-15T18:33:58
PROD-0054,Magazine Luiza,167.01,2024-03-15T19:14:43
PROD-0062,Mercado Livre,90.42,2024-03-16T01:16:57
PROD-0063,Magazine Luiza,250.5,2024-03-16T02:25:07
PROD-0080,Americanas,81.28,2024-03-16T08:08:31
PROD-0015,Mercado Livre,2654.27,2024-03-16T11:33:34
PROD-0030,Magazine Luiza,55.15,2024-03-16T12:23:21
PROD-0019,Americanas,3458.05,2024-03-16T14:10:15
PROD-0075,Magazine Luiza,232.8,2024-03-16T15:49:00
PROD-0037,Magazine Luiza,1077.05,2024-03-16T16:05:00
PROD-0016,Americanas,2344.6,2024-03-16T16:49:27
PROD-0077,Amazon,194.02,2024-03-16T17:11:03
PROD-0006,Amazon,416.18,2024-03-16T17:39:05
PROD-0030,Americanas,76.8,2024-03-16T19:02:31
PROD-0042,Americanas,894.89,2024-03-16T20:56:48
PROD-0035,Mercado Livre,884.34,2024-03-17T10:22:28
PROD-0064,Americanas,181.81,2024-03-17T10:46:13
PROD-0067,Americanas,198.9,2024-03-17T11:14:21
PROD-0019,Americanas,3400.46,2024-03-17T11:29:29
PROD-0063,Shopee,189.52,2024-03-17T11:53:01
PROD-0001,Magazine Luiza,3566.27,2024-03-17T15:05:21
PROD-0066,Mercado Livre,280.01,2024-03-17T15:27:18
PROD-0038,Mercado Livre,59.28,2024-03-17T18:08:02
PROD-0002,Americanas,5491.77,2024-03-17T20:50:07
PROD-0060,Shopee,132.56,2024-03-18T07:40:26
PROD-0002,Magazine Luiza,4148.43,2024-03-18T10:34:17
PROD-0025,Mercado Livre,131.24,2024-03-18T12:30:03
PROD-0061,Mercado Livre,77.57,2024-03-18T13:05:55
PROD-0073,Americanas,491.93,2024-03-18T14:45:44
PROD-0001,Americanas,2992.66,2024-03-18T16:08:52
PROD-0021,Americanas,269.27,2024-03-18T17:12:12
PROD-0003,Americanas,1549.3,2024-03-18T20:16:35
PROD-0020,Shopee,7714.43,2024-03-18T20:34:56
PROD-0050,Magazine Luiza,471.33,2024-03-18T23:50:13
PROD-0046,Magazine Luiza,604.94,2024-03-19T02:47:46
PROD-0058,Mercado Livre,21.35,2024-03-19T11:00:20
PROD-0007,Magazine Luiza,2908.76,2024-03-19T11:45:38
PROD-0048,Shopee,276.13,2024-03-19T15:08:00
PROD-0035,Magazine Luiza,883.59,2024-03-19T15:16:51
PROD-0063,Americanas,141.03,2024-03-19T16:04:06
PROD-0080,Magazine Luiza,82.02,2024-03-19T17:34:05
PROD-0060,Magazine Luiza,167.87,2024-03-19T17:38:34
PROD-0072,Mercado Livre,412.43,2024-03-19T20:08:28
PROD-0071,Magazine Luiza,30.37,2024-03-19T21:30:29
PROD-0052,Americanas,45.81,2024-03-19T22:09:14
PROD-0006,Mercado Livre,413.13,2024-03-20T05:28:00
PROD-0048,Shopee,263.49,2024-03-20T08:15:15
PROD-0011,Magazine Luiza,3699.28,2024-03-20T09:08:08
PROD-0021,Mercado Livre,408.89,2024-03-20T10:26:26
PROD-0041,Americanas,246.71,2024-03-20T11:11:02
PROD-0007,Mercado Livre,4051.58,2024-03-20T11:37:12
PROD-0022,Mercado Livre,117.71,2024-03-20T16:10:43
PROD-0045,Amazon,455.54,2024-03-20T17:29:51
PROD-0031,Amazon,585.56,2024-03-20T18:57:21
PROD-0002,Mercado Livre,5636.0,2024-03-20T20:48:16
PROD-0023,Americanas,354.1,2024-03-20T20:49:41
PROD-0055,Amazon,40.47,2024-03-21T04:31:52
PROD-0047,Mercado Livre,59.89,2024-03-21T11:34:14
PROD-0040,Shopee,204.19,2024-03-21T12:03:05
PROD-0035,Amazon,758.59,2024-03-21T12:14:47
PROD-0012,Mercado Livre,5364.85,2024-03-21T12:23:05
PROD-0061,Magazine Luiza,74.35,2024-03-21T13:19:22
PROD-0070,Magazine Luiza,165.99,2024-03-21T14:58:38
PROD-0013,Shopee,4195.74,2024-03-21T15:27:41
PROD-0072,Shopee,339.31,2024-03-21T17:11:00
PROD-0020,Magazine Luiza,6202.79,2024-03-21T17:44:50
PROD-0014,Mercado Livre,5016.84,2024-03-21T18:31:42
PROD-0025,Amazon,141.24,2024-03-21T20:38:49
PROD-0015,Amazon,2510.95,2024-03-22T10:26:45
PROD-0053,Magazine Luiza,115.01,2024-03-22T11:06:41
PROD-0040,Mercado Livre,325.36,2024-03-22T11:35:28
PROD-0018,Americanas,7083.93,2024-03-22T11:57:32
PROD-0044,Amazon,358.35,2024-03-22T14:07:41
PROD-0066,Magazine Luiza,280.71,2024-03-22T15:02:34
PROD-0057,Americanas,132.61,2024-03-22T15:26:21
PROD-0008,Shopee,1823.67,2024-03-22T18:31:50
PROD-0040,Shopee,215.6,2024-03-22T19:15:47
PROD-0044,Americanas,315.87,2024-03-22T21:34:49
PROD-0019,Amazon,3946.09,2024-03-22T22:50:43
PROD-0023,Shopee,304.58,2024-03-23T02:17:45
PROD-0031,Magazine Luiza,634.58,2024-03-23T08:02:01
PROD-0031,Mercado Livre,509.58,2024-03-23T08:50:56
PROD-0011,Magazine Luiza,4065.03,2024-03-23T11:20:18
PROD-0023,Magazine Luiza,285.76,2024-03-23T14:32:59
PROD-0039,Magazine Luiza,883.37,2024-03-23T16:03:32
PROD-0004,Amazon,4031.61,2024-03-23T16:21:03
PROD-0044,Magazine Luiza,307.82,2024-03-23T18:05:09
PROD-0016,Shopee,3511.15,2024-03-23T19:22:27
PROD-0080,Magazine Luiza,75.59,2024-03-23T22:22:42
PROD-0053,Americanas,143.68,2024-03-24T00:47:07
PROD-0015,Shopee,2459.92,2024-03-24T03:44:49
PROD-0021,Magazine Luiza,389.85,2024-03-24T06:53:11
PROD-0015,Americanas,2270.42,2024-03-24T09:13:10
PROD-0020,Shopee,7348.84,2024-03-24T09:43:49
PROD-0079,Amazon,427.84,2024-03-24T13:22:32
PROD-0077,Magazine Luiza,218.36,2024-03-24T19:31:12
PROD-0061,Magazine Luiza,78.57,2024-03-25T01:45:42
PROD-0077,Shopee,239.47,2024-03-25T07:31:58
PROD-0053,Mercado Livre,168.69,2024-03-25T08:17:50
PROD-0001,Mercado Livre,2618.48,2024-03-25T08:37:47
PROD-0067,Shopee,222.23,2024-03-25T10:50:53
PROD-0023,Americanas,357.49,2024-03-25T11:47:58
PROD-0018,Amazon,4009.84,2024-03-25T14:49:52
PROD-0076,Shopee,377.9,2024-03-25T14:50:53
PROD-0045,Magazine Luiza,325.45,2024-03-25T19:34:28
PROD-0041,Amazon,249.04,2024-03-25T22:10:07
PROD-0018,Shopee,5056.08,2024-03-26T07:15:34
PROD-0039,Shopee,862.65,2024-03-26T11:59:28
PROD-0063,Americanas,148.14,2024-03-26T13:19:19
PROD-0065,Mercado Livre,136.76,2024-03-26T16:26:46
PROD-0010,Magazine Luiza,4685.56,2024-03-26T17:10:21
PROD-0016,Shopee,3354.51,2024-03-26T18:50:55
PROD-0011,Amazon,5414.0,2024-03-26T22:51:53
PROD-0050,Mercado Livre,391.44,2024-03-27T04:28:36
PROD-0009,Americanas,3177.01,2024-03-27T10:31:39
PROD-0066,Magazine Luiza,280.88,2024-03-27T11:45:15
PROD-0075,Americanas,291.48,2024-03-27T11:45:34
PROD-0049,Shopee,178.46,2024-03-27T12:24:03
PROD-0050,Shopee,287.09,2024-03-27T12:24:49
PROD-0050,Mercado Livre,395.0,2024-03-27T20:19:16
PROD-0056,Americanas,33.16,2024-03-27T20:30:01
PROD-0015,Shopee,2545.11,2024-03-28T01:55:58
PROD-0002,Magazine Luiza,3923.65,2024-03-28T10:07:39
PROD-0044,Magazine Luiza,332.05,2024-03-28T13:12:02
PROD-0038,Shopee,82.64,2024-03-28T15:11:15
PROD-0048,Magazine Luiza,294.84,2024-03-28T18:12:21
PROD-0004,Americanas,2630.56,2024-03-28T21:31:46
PROD-0022,Mercado Livre,120.33,2024-03-29T09:19:24
PROD-0020,Americanas,10295.26,2024-03-29T10:37:02
PROD-0013,Americanas,4227.62,2024-03-29T11:24:57
PROD-0067,Americanas,200.17,2024-03-29T15:50:27
PROD-0018,Magazine Luiza,4096.63,2024-03-29T19:50:17
PROD-0007,Americanas,5224.34,2024-03-29T20:07:10
PROD-0003,Americanas,1561.41,2024-03-30T04:35:46
PROD-0037,Magazine Luiza,1106.75,2024-03-30T10:02:42
PROD-0045,Mercado Livre,516.46,2024-03-30T10:19:09
PROD-0044,Americanas,298.26,2024-03-30T10:28:21
PROD-0037,Mercado Livre,1169.28,2024-03-30T15:42:01
PROD-0054,Shopee,190.61,2024-03-30T15:49:40
PROD-0049,Shopee,176.36,2024-03-30T17:57:51
PROD-0015,Mercado Livre,2747.3,2024-03-30T20:45:43
PROD-0009,Magazine Luiza,2605.64,2024-03-31T02:48:27
PROD-0066,Magazine Luiza,271.43,2024-03-31T11:43:22
PROD-0024,Magazine Luiza,304.27,2024-03-31T12:39:51
PROD-0045,Magazine Luiza,336.29,2024-03-31T15:14:33
PROD-0061,Americanas,58.9,2024-03-31T15:18:54
PROD-0061,Mercado Livre,79.82,2024-03-31T17:20:25
PROD-0044,Magazine Luiza,306.64,2024-03-31T17:33:40
PROD-0025,Shopee,167.93,2024-03-31T20:17:56
PROD-0029,Magazine Luiza,701.3,2024-04-01T02:22:45
PROD-0012,Shopee,6787.83,2024-04-01T04:51:32
PROD-0002,Magazine Luiza,4172.89,2024-04-01T07:13:01
PROD-0017,Mercado Livre,3260.02,2024-04-01T10:54:35
PROD-0070,Magazine Luiza,158.48,2024-04-01T14:32:16
PROD-0062,Mercado Livre,97.36,2024-04-01T18:16:48
PROD-0060,Magazine Luiza,159.87,2024-04-02T09:13:44
PROD-0051,Magazine Luiza,164.52,2024-04-02T10:27:26
PROD-0036,Americanas,320.76,2024-04-02T11:42:34
PROD-0037,Magazine Luiza,1021.37,2024-04-02T12:43:41
PROD-0012,Magazine Luiza,5169.23,2024-04-02T13:21:40
PROD-0022,Magazine Luiza,105.94,2024-04-02T14:28:09
PROD-0030,Shopee,54.93,2024-04-02T15:10:49
PROD-0068,Amazon,109.3,2024-04-02T16:25:01
PROD-0072,Americanas,542.24,2024-04-02T22:55:01
PROD-0078,Amazon,345.69,2024-04-03T00:14:17
PROD-0037,Shopee,757.44,2024-04-03T10:23:58
PROD-0060,Shopee,134.63,2024-04-03T11:14:22
PROD-0012,Americanas,4487.39,2024-04-03T11:31:07
PROD-0039,Americanas,1204.94,2024-04-03T14:13:04
PROD-0055,Americanas,49.0,2024-04-03T14:55:00
PROD-0002,Mercado Livre,5698.49,2024-04-03T15:56:20
PROD-0057,Amazon,117.16,2024-04-03T17:02:49
PROD-0046,Americanas,463.96,2024-04-03T20:24:10
PROD-0042,Magazine Luiza,886.66,2024-04-04T06:16:57
PROD-0010,Shopee,3658.16,2024-04-04T09:19:48
PROD-0025,Amazon,144.1,2024-04-04T10:07:14
PROD-0071,Mercado Livre,29.96,2024-04-04T12:53:57
PROD-0065,Americanas,112.04,2024-04-04T16:29:37
PROD-0018,Shopee,5263.83,2024-04-04T16:39:50
PROD-0070,Magazine Luiza,173.28,2024-04-04T19:30:34
PROD-0008,Amazon,1793.6,2024-04-04T19:50:15
PROD-0067,Mercado Livre,257.82,2024-04-04T21:16:20
PROD-0021,Shopee,332.98,2024-04-04T22:49:42
PROD-0002,Shopee,3866.38,2024-04-05T09:48:54
PROD-0038,Amazon,60.28,2024-04-05T13:07:27
PROD-0076,Americanas,299.41,2024-04-05T14:18:02
PROD-0075,Americanas,278.58,2024-04-05T14:52:09
PROD-0002,Amazon,3524.61,2024-04-05T15:50:27
PROD-0061,Magazine Luiza,74.56,2024-04-05T18:02:50
PROD-0021,Americanas,261.15,2024-04-05T22:38:44
PROD-0004,Amazon,4079.6,2024-04-06T06:12:12
PROD-0055,Magazine Luiza,32.43,2024-04-06T07:10:27
PROD-0020,Amazon,7517.51,2024-04-06T15:27:20
PROD-0009,Shopee,2875.76,2024-04-07T02:54:51
PROD-0067,Amazon,153.28,2024-04-07T14:11:09
PROD-0001,Americanas,3014.14,2024-04-07T15:38:40
PROD-0054,Shopee,184.38,2024-04-07T16:23:12
PROD-0060,Magazine Luiza,154.32,2024-04-07T16:52:58
PROD-0019,Mercado Livre,3764.96,2024-04-07T17:31:47
PROD-0008,Americanas,1794.75,2024-04-07T18:37:56
PROD-0019,Amazon,3925.49,2024-04-07T19:55:52
PROD-0064,Amazon,184.4,2024-04-07T20:08:44
PROD-0030,Mercado Livre,73.11,2024-04-08T10:27:37
PROD-0032,Amazon,843.03,2024-04-08T11:11:19
PROD-0076,Mercado Livre,443.87,2024-04-08T11:12:31
PROD-0034,Amazon,279.44,2024-04-08T11:46:09
PROD-0034,Mercado Livre,335.22,2024-04-08T14:03:44
PROD-0067,Shopee,207.97,2024-04-08T14:24:27
PROD-0014,Americanas,4168.98,2024-04-08T17:28:26
PROD-0062,Mercado Livre,90.93,2024-04-08T19:01:34
PROD-0024,Magazine Luiza,316.62,2024-04-08T19:25:43
PROD-0045,Shopee,366.36,2024-04-08T20:49:54
PROD-0059,Shopee,134.13,2024-04-08T20:50:11
PROD-0030,Americanas,78.12,2024-04-08T22:47:18
PROD-0005,Magazine Luiza,3454.88,2024-04-09T09:29:16
PROD-0033,Americanas,335.27,2024-04-09T09:33:49
PROD-0031,Mercado Livre,477.43,2024-04-09T10:35:58
PROD-0009,Mercado Livre,3179.27,2024-04-09T11:26:30
PROD-0010,Mercado Livre,3839.68,2024-04-09T14:13:04
PROD-0071,Amazon,39.97,2024-04-09T15:14:27
PROD-0055,Magazine Luiza,31.16,2024-04-09T15:25:44
PROD-0020,Magazine Luiza,5891.91,2024-04-09T17:07:37
PROD-0080,Magazine Luiza,82.61,2024-04-10T08:43:12
PROD-0043,Magazine Luiza,553.55,2024-04-10T09:08:50
PROD-0062,Mercado Livre,90.59,2024-04-10T09:09:05
PROD-0027,Mercado Livre,215.49,2024-04-10T11:22:48
PROD-0020,Amazon,7241.58,2024-04-10T18:04:45
PROD-0008,Amazon,1844.78,2024-04-10T18:46:30
PROD-0045,Amazon,439.97,2024-04-10T19:40:22
PROD-0012,Shopee,6794.37,2024-04-11T15:35:55
PROD-0014,Mercado Livre,4906.07,2024-04-11T15:36:03
PROD-0031,Shopee,876.75,2024-04-11T16:46:14
PROD-0053,Americanas,142.28,2024-04-11T17:59:34
PROD-0053,Magazine Luiza,116.45,2024-04-12T02:09:47
PROD-0047,Americanas,59.64,2024-04-12T06:25:28
PROD-0004,Americanas,2604.52,2024-04-12T06:43:42
PROD-0059,Shopee,128.38,2024-04-12T13:51:55
PROD-0004,Magazine Luiza,3146.85,2024-04-12T14:42:19
PROD-0010,Americanas,4678.64,2024-04-12T17:11:31
PROD-0002,Mercado Livre,5429.19,2024-04-13T05:22:49
PROD-0064,Mercado Livre,229.77,2024-04-13T05:45:05
PROD-0008,Shopee,1842.18,2024-04-13T07:11:01
PROD-0010,Magazine Luiza,4681.45,2024-04-13T08:01:42
PROD-0062,Magazine Luiza,86.8,2024-04-13T12:06:22
PROD-0079,Americanas,413.83,2024-04-13T14:17:11
PROD-0033,Amazon,356.65,2024-04-13T18:42:33
PROD-0070,Mercado Livre,158.86,2024-04-13T20:43:38
PROD-0051,Magazine Luiza,165.46,2024-04-13T22:10:22
PROD-0007,Mercado Livre,4426.31,2024-04-14T06:14:15
PROD-0070,Mercado Livre,170.79,2024-04-14T07:30:56
PROD-0040,Amazon,293.04,2024-04-14T09:34:38
PROD-0016,Shopee,3464.3,2024-04-14T12:44:23
PROD-0076,Amazon,472.81,2024-04-14T12:53:59
PROD-0061,Americanas,56.18,2024-04-14T15:29:44
PROD-0069,Americanas,77.58,2024-04-14T16:16:50
PROD-0027,Americanas,180.57,2024-04-14T20:27:58
PROD-0001,Americanas,2968.48,2024-04-14T22:04:11
