id_venda,data_venda,id_cliente,id_produto,canal_venda,quantidade,preco_unitario
VND-0009214,2024-02-22T16:49:12,CLI-00011,PROD-0046,Marketplace,2,703.21
VND-0003075,2024-02-22T18:51:26,CLI-00295,PROD-0002,Loja Física,5,3971.17
VND-0009764,2024-02-22T19:26:52,CLI-00053,PROD-0071,Midia Paga,3,33.66
VND-0014216,2024-02-22T19:43:15,CLI-00075,PROD-0048,Midia Paga,5,212.71
VND-0011999,2024-02-22T19:48:16,CLI-00060,PROD-0020,App Mobile,1,8914.73
VND-0011178,2024-02-22T20:01:49,CLI-00091,PROD-0046,Site,2,590.04
VND-0012949,2024-02-22T20:09:07,CLI-00181,PROD-0066,Site,2,236.93
VND-0004319,2024-02-22T20:19:24,CLI-00009,PROD-0010,Midia Paga,1,3573.26
VND-0011230,2024-02-22T20:23:34,CLI-00095,PROD-0048,Site,1,236.65
VND-0007046,2024-02-22T20:26:09,CLI-00024,PROD-0065,Marketplace,1,144.95
VND-0004462,2024-02-22T21:16:02,CLI-00460,PROD-0010,Midia Paga,1,3878.85
VND-0002118,2024-02-22T21:21:25,CLI-00025,PROD-0070,Email Marketing,2,231.93
VND-0012111,2024-02-22T21:31:27,CLI-00068,PROD-0024,Site,1,363.92
VND-0010253,2024-02-23T05:15:19,CLI-00331,PROD-0003,Organico,1,1817.54
VND-0007345,2024-02-23T05:31:08,CLI-00429,PROD-0079,App Mobile,1,426.39
VND-0004979,2024-02-23T06:21:04,CLI-00090,PROD-0038,Site,1,77.31
VND-0007513,2024-02-23T09:01:34,CLI-00046,PROD-0061,Midia Paga,1,70.32
VND-0013539,2024-02-23T09:19:52,CLI-00075,PROD-0016,Midia Paga,1,3020.19
VND-0012131,2024-02-23T09:47:38,CLI-00300,PROD-0070,Midia Paga,1,192.12
VND-0004457,2024-02-23T09:54:01,CLI-00089,PROD-0065,Redes Sociais,1,159.87
VND-0011190,2024-02-23T10:30:14,CLI-00010,PROD-0001,Marketplace,1,3134.01
VND-0009793,2024-02-23T10:47:20,CLI-00021,PROD-0075,Site,1,245.69
VND-0003364,2024-02-23T10:58:05,CLI-00281,PROD-0026,Site,3,162.04
VND-0005639,2024-02-23T11:23:11,CLI-00271,PROD-0005,App Mobile,1,4360.52
VND-0010824,2024-02-23T11:50:23,CLI-00169,PROD-0048,Site,3,250.01
VND-0003811,2024-02-23T12:05:51,CLI-00065,PROD-0067,Email Marketing,1,197.83
VND-0011337,2024-02-23T13:19:23,CLI-00076,PROD-0058,Organico,4,27.95
VND-0006619,2024-02-23T14:07:47,CLI-00051,PROD-0078,Email Marketing,1,413.89
VND-0004531,2024-02-23T14:13:48,CLI-00080,PROD-0032,Marketplace,1,947.15
VND-0013973,2024-02-23T14:17:07,CLI-00063,PROD-0003,App Mobile,1,1840.82
VND-0006631,2024-02-23T14:41:54,CLI-00416,PROD-0025,App Mobile,1,157.46
VND-0014375,2024-02-23T14:52:55,CLI-00014,PROD-0050,Site,3,419.76
VND-0014692,2024-02-23T15:00:15,CLI-00074,PROD-0079,App Mobile,1,454.2
VND-0007863,2024-02-23T15:35:37,CLI-00086,PROD-0003,App Mobile,2,1588.79
VND-0002261,2024-02-23T15:50:14,CLI-00057,PROD-0035,WhatsApp,1,665.92
VND-0005390,2024-02-23T15:57:43,CLI-00117,PROD-0061,Organico,2,71.8
VND-0012290,2024-02-23T16:09:48,CLI-00498,PROD-0029,Email Marketing,4,617.69
VND-0010180,2024-02-23T16:29:32,CLI-00044,PROD-0059,App Mobile,1,126.75
VND-0013275,2024-02-23T16:30:15,CLI-00072,PROD-0076,Midia Paga,4,374.96
VND-0012653,2024-02-23T16:38:00,CLI-00431,PROD-0026,App Mobile,1,164.29
VND-0004226,2024-02-23T17:08:40,CLI-00046,PROD-0054,App Mobile,1,129.75
VND-0006668,2024-02-23T17:21:52,CLI-00025,PROD-0064,WhatsApp,1,222.7
VND-0004118,2024-02-23T17:34:49,CLI-00388,PROD-0079,Midia Paga,2,473.75
VND-0002282,2024-02-23T18:05:11,CLI-00098,PROD-0041,Midia Paga,1,207.8
VND-0014801,2024-02-23T18:07:24,CLI-00174,PROD-0062,App Mobile,1,119.61
VND-0005542,2024-02-23T18:13:08,CLI-00394,PROD-0032,Site,2,866.8
VND-0005067,2024-02-23T18:41:37,CLI-00458,PROD-0002,App Mobile,4,3677.44
VND-0008510,2024-02-23T18:47:20,CLI-00080,PROD-0044,App Mobile,3,437.87
VND-0007466,2024-02-23T18:47:31,CLI-00079,PROD-0062,Site,1,93.62
VND-0002098,2024-02-23T19:43:16,CLI-00108,PROD-0043,Midia Paga,1,744.12
VND-0009083,2024-02-23T20:08:26,CLI-00034,PROD-0011,Site,1,4354.59
VND-0010157,2024-02-23T20:58:30,CLI-00011,PROD-0067,Organico,1,177.16
VND-0009533,2024-02-23T21:07:15,CLI-00161,PROD-0051,App Mobile,2,124.96
VND-0006250,2024-02-23T21:25:23,CLI-00047,PROD-0061,Redes Sociais,3,65.02
VND-0003761,2024-02-23T23:59:22,CLI-00068,PROD-0052,Marketplace,3,44.78
VND-0002632,2024-02-24T01:35:22,CLI-00061,PROD-0034,Marketplace,1,412.37
VND-0006871,2024-02-24T01:46:17,CLI-00092,PROD-0008,Organico,1,1792.12
VND-0013379,2024-02-24T02:53:08,CLI-00085,PROD-0078,App Mobile,2,445.44
VND-0009507,2024-02-24T04:10:52,CLI-00133,PROD-0042,Site,1,629.86
VND-0007447,2024-02-24T04:51:18,CLI-00465,PROD-0036,Marketplace,2,317.54
VND-0014275,2024-02-24T05:56:27,CLI-00089,PROD-0062,Midia Paga,1,104.38
VND-0013169,2024-02-24T06:59:00,CLI-00429,PROD-0027,Site,1,182.71
VND-0013045,2024-02-24T07:15:08,CLI-00022,PROD-0046,Site,1,626.98
VND-0009186,2024-02-24T07:17:03,CLI-00283,PROD-0066,Site,5,241.07
VND-0003803,2024-02-24T08:48:12,CLI-00011,PROD-0028,Midia Paga,1,432.32
VND-0005765,2024-02-24T09:01:30,CLI-00426,PROD-0010,App Mobile,1,3381.04
VND-0009498,2024-02-24T09:08:14,CLI-00026,PROD-0055,Midia Paga,2,38.82
VND-0014589,2024-02-24T09:38:58,CLI-00053,PROD-0070,Midia Paga,5,216.31
VND-0004747,2024-02-24T10:03:50,CLI-00100,PROD-0075,App Mobile,2,274.17
VND-0007921,2024-02-24T10:50:22,CLI-00030,PROD-0062,App Mobile,2,113.09
VND-0007169,2024-02-24T11:21:33,CLI-00024,PROD-0041,Marketplace,2,184.85
VND-0002916,2024-02-24T11:34:11,CLI-00023,PROD-0024,App Mobile,1,409.41
VND-0008645,2024-02-24T12:08:48,CLI-00191,PROD-0069,Site,1,111.13
VND-0004837,2024-02-24T12:22:56,CLI-00040,PROD-0006,Site,1,452.72
VND-0001092,2024-02-24T13:04:13,CLI-00272,PROD-0004,App Mobile,2,3354.35
VND-0000316,2024-02-24T13:07:58,CLI-00026,PROD-0032,Midia Paga,1,1042.83
VND-0006963,2024-02-24T13:41:24,CLI-00022,PROD-0079,Site,1,428.9
VND-0000215,2024-02-24T14:02:57,CLI-00082,PROD-0038,Midia Paga,1,81.97
VND-0000008,2024-02-24T14:08:19,CLI-00470,PROD-0064,App Mobile,3,240.59
VND-0011723,2024-02-24T14:21:38,CLI-00028,PROD-0076,WhatsApp,1,469.99
VND-0007723,2024-02-24T14:57:52,CLI-00391,PROD-0031,Midia Paga,3,699.03
VND-0006169,2024-02-24T15:08:04,CLI-00001,PROD-0028,Site,1,407.88
VND-0007515,2024-02-24T15:11:06,CLI-00018,PROD-0027,Redes Sociais,2,167.5
VND-0001958,2024-02-24T15:15:57,CLI-00040,PROD-0052,Site,2,39.52
VND-0004315,2024-02-24T15:29:21,CLI-00063,PROD-0012,Midia Paga,2,5218.25
VND-0013017,2024-02-24T15:50:35,CLI-00100,PROD-0046,Site,1,681.71
VND-0012910,2024-02-24T15:53:23,CLI-00014,PROD-0068,Midia Paga,2,91.73
VND-0006222,2024-02-24T16:16:15,CLI-00019,PROD-0067,Midia Paga,4,195.01
VND-0012767,2024-02-24T17:31:40,CLI-00173,PROD-0070,Midia Paga,1,177.3
VND-0005898,2024-02-24T17:47:33,CLI-00500,PROD-0063,App Mobile,4,194.32
VND-0000364,2024-02-24T18:08:31,CLI-00131,PROD-0046,Site,2,645.68
VND-0004623,2024-02-24T18:27:27,CLI-00337,PROD-0034,WhatsApp,1,422.33
VND-0004931,2024-02-24T18:27:50,CLI-00410,PROD-0026,Organico,2,170.38
VND-0002553,2024-02-24T18:39:50,CLI-00082,PROD-0064,App Mobile,1,221.44
VND-0013865,2024-02-24T18:42:58,CLI-00040,PROD-0072,Midia Paga,2,487.14
VND-0000714,2024-02-24T18:53:20,CLI-00163,PROD-0051,Email Marketing,1,140.28
VND-0001502,2024-02-24T19:04:15,CLI-00211,PROD-0080,WhatsApp,1,65.76
VND-0004183,2024-02-24T19:31:35,CLI-00074,PROD-0001,Midia Paga,1,2534.15
VND-0010517,2024-02-24T19:31:56,CLI-00038,PROD-0019,Redes Sociais,1,4020.15
VND-0004849,2024-02-24T19:44:28,CLI-00135,PROD-0016,Midia Paga,2,3452.94
VND-0012596,2024-02-24T20:00:56,CLI-00072,PROD-0069,WhatsApp,1,100.85
VND-0005713,2024-02-24T20:20:55,CLI-00306,PROD-0071,App Mobile,1,35.96
VND-0010457,2024-02-24T21:13:34,CLI-00072,PROD-0038,Marketplace,2,75.92
VND-0006828,2024-02-24T22:41:41,CLI-00010,PROD-0059,Midia Paga,4,132.18
VND-0005813,2024-02-25T00:21:01,CLI-00073,PROD-0043,Midia Paga,1,757.93
VND-0005961,2024-02-25T01:34:28,CLI-00251,PROD-0049,Marketplace,3,165.24
VND-0012000,2024-02-25T02:05:36,CLI-00028,PROD-0074,Email Marketing,1,214.4
VND-0003173,2024-02-25T02:11:07,CLI-00011,PROD-0020,Midia Paga,2,7218.12
VND-0007158,2024-02-25T04:27:02,CLI-00419,PROD-0063,App Mobile,1,229.56
VND-0009511,2024-02-25T04:38:05,CLI-00037,PROD-0078,Midia Paga,1,451.34
VND-0000017,2024-02-25T05:49:15,CLI-00047,PROD-0069,Organico,2,108.8
VND-0011268,2024-02-25T05:59:33,CLI-00062,PROD-0002,App Mobile,4,3744.44
VND-0009245,2024-02-25T07:11:59,CLI-00273,PROD-0030,Midia Paga,1,67.22
VND-0002032,2024-02-25T07:34:18,CLI-00164,PROD-0068,Site,3,95.81
VND-0010889,2024-02-25T07:35:52,CLI-00041,PROD-0003,App Mobile,1,1774.17
VND-0006526,2024-02-25T07:45:44,CLI-00337,PROD-0012,App Mobile,1,5131.46
VND-0007944,2024-02-25T08:00:57,CLI-00012,PROD-0073,Organico,1,427.38
VND-0008701,2024-02-25T08:22:02,CLI-00049,PROD-0036,Midia Paga,1,296.14
VND-0009812,2024-02-25T08:32:30,CLI-00100,PROD-0068,Loja Física,1,103.83
VND-0011495,2024-02-25T10:44:52,CLI-00063,PROD-0053,Loja Física,2,156.33
VND-0014932,2024-02-25T11:17:33,CLI-00069,PROD-0057,Site,1,115.25
VND-0000165,2024-02-25T11:30:04,CLI-00083,PROD-0077,Midia Paga,1,220.41
VND-0004124,2024-02-25T11:44:25,CLI-00099,PROD-0058,Redes Sociais,2,28.39
VND-0002874,2024-02-25T12:44:38,CLI-00094,PROD-0079,Site,4,517.02
VND-0009185,2024-02-25T14:21:57,CLI-00207,PROD-0052,Site,1,41.87
VND-0010265,2024-02-25T14:25:58,CLI-00109,PROD-0066,Organico,1,258.98
VND-0001771,2024-02-25T14:31:09,CLI-00197,PROD-0001,Redes Sociais,1,3273.81
VND-0002351,2024-02-25T14:52:42,CLI-00001,PROD-0079,Midia Paga,5,426.44
VND-0004110,2024-02-25T14:56:22,CLI-00372,PROD-0074,Email Marketing,1,205.14
VND-0004639,2024-02-25T15:23:53,CLI-00098,PROD-0071,App Mobile,1,29.49
VND-0003521,2024-02-25T15:26:29,CLI-00005,PROD-0054,App Mobile,3,127.51
VND-0002606,2024-02-25T16:00:04,CLI-00032,PROD-0056,Redes Sociais,1,26.55
VND-0010751,2024-02-25T16:40:33,CLI-00007,PROD-0049,Site,3,172.46
VND-0013452,2024-02-25T16:54:19,CLI-00002,PROD-0078,Organico,1,351.23
VND-0009197,2024-02-25T17:31:18,CLI-00374,PROD-0051,App Mobile,2,155.43
VND-0007721,2024-02-25T17:58:40,CLI-00373,PROD-0056,Midia Paga,1,27.4
VND-0007388,2024-02-25T18:33:34,CLI-00072,PROD-0061,Midia Paga,1,64.84
VND-0001190,2024-02-25T18:43:03,CLI-00036,PROD-0068,Midia Paga,1,94.93
VND-0010955,2024-02-25T20:45:38,CLI-00209,PROD-0059,Site,2,98.57
VND-0010508,2024-02-25T20:46:08,CLI-00100,PROD-0019,Site,2,4083.14
VND-0012924,2024-02-25T22:46:46,CLI-00458,PROD-0029,Site,1,511.15
VND-0014392,2024-02-25T22:57:22,CLI-00001,PROD-0037,Midia Paga,1,1064.17
VND-0012944,2024-02-25T23:18:58,CLI-00424,PROD-0061,Midia Paga,1,62.28
VND-0012450,2024-02-26T00:56:22,CLI-00118,PROD-0044,App Mobile,1,439.01
VND-0013059,2024-02-26T01:40:06,CLI-00039,PROD-0035,Midia Paga,1,691.7
VND-0009556,2024-02-26T04:00:56,CLI-00438,PROD-0027,Midia Paga,1,144.81
VND-0003343,2024-02-26T05:46:21,CLI-00241,PROD-0011,App Mobile,3,4578.57
VND-0002613,2024-02-26T06:22:37,CLI-00053,PROD-0015,Midia Paga,1,2480.96
VND-0010500,2024-02-26T06:57:52,CLI-00279,PROD-0043,Midia Paga,1,755.3
VND-0001338,2024-02-26T07:39:39,CLI-00074,PROD-0022,Marketplace,1,119.7
VND-0003698,2024-02-26T08:24:29,CLI-00384,PROD-0049,Loja Física,1,147.9
VND-0014233,2024-02-26T09:45:51,CLI-00289,PROD-0034,App Mobile,1,383.3
VND-0008668,2024-02-26T09:48:59,CLI-00402,PROD-0013,Midia Paga,1,5218.73
VND-0010428,2024-02-26T10:27:21,CLI-00202,PROD-0001,Marketplace,1,3093.66
VND-0002173,2024-02-26T10:29:04,CLI-00011,PROD-0074,Site,1,229.42
VND-0000194,2024-02-26T10:53:36,CLI-00031,PROD-0001,App Mobile,2,2500.33
VND-0013064,2024-02-26T11:06:31,CLI-00189,PROD-0018,App Mobile,1,5442.93
VND-0000935,2024-02-26T11:28:36,CLI-00091,PROD-0018,App Mobile,1,4849.14
VND-0005212,2024-02-26T11:44:20,CLI-00066,PROD-0009,Marketplace,1,3119.08
VND-0011510,2024-02-26T11:50:04,CLI-00109,PROD-0014,App Mobile,1,4846.61
VND-0001947,2024-02-26T11:53:44,CLI-00242,PROD-0015,Site,1,2566.77
VND-0001175,2024-02-26T12:03:19,CLI-00001,PROD-0007,Marketplace,2,3783.59
VND-0005416,2024-02-26T12:09:56,CLI-00019,PROD-0062,App Mobile,1,113.22
VND-0005224,2024-02-26T13:31:24,CLI-00052,PROD-0076,Marketplace,1,476.3
VND-0000849,2024-02-26T14:21:59,CLI-00087,PROD-0018,Marketplace,2,5138.53
VND-0010724,2024-02-26T14:47:33,CLI-00433,PROD-0005,Redes Sociais,1,4176.36
VND-0004693,2024-02-26T15:36:01,CLI-00068,PROD-0043,Site,1,763.76
VND-0001952,2024-02-26T15:56:18,CLI-00008,PROD-0059,App Mobile,1,116.11
VND-0013668,2024-02-26T17:19:40,CLI-00212,PROD-0006,Email Marketing,3,558.03
VND-0010411,2024-02-26T17:29:03,CLI-00015,PROD-0054,Midia Paga,1,135.13
VND-0009096,2024-02-26T18:02:18,CLI-00089,PROD-0029,App Mobile,1,587.02
VND-0012575,2024-02-26T18:26:33,CLI-00495,PROD-0050,Site,1,408.72
VND-0009037,2024-02-26T18:30:41,CLI-00026,PROD-0012,Marketplace,4,6192.97
VND-0011983,2024-02-26T18:36:33,CLI-00309,PROD-0046,App Mobile,1,550.52
VND-0013209,2024-02-26T19:19:11,CLI-00071,PROD-0025,App Mobile,1,166.1
VND-0011345,2024-02-26T20:05:58,CLI-00008,PROD-0032,App Mobile,1,983.27
VND-0010612,2024-02-26T20:27:09,CLI-00091,PROD-0077,Marketplace,1,215.73
VND-0004937,2024-02-26T20:27:47,CLI-00010,PROD-0021,App Mobile,3,311.08
VND-0003994,2024-02-26T20:58:34,CLI-00047,PROD-0006,App Mobile,4,449.55
VND-0008878,2024-02-26T22:06:08,CLI-00098,PROD-0061,Midia Paga,1,65.74
VND-0009820,2024-02-26T22:37:28,CLI-00497,PROD-0077,Midia Paga,2,226.5
VND-0011557,2024-02-26T22:38:24,CLI-00021,PROD-0060,App Mobile,1,127.73
VND-0005185,2024-02-26T23:06:57,CLI-00229,PROD-0026,Marketplace,1,147.3
VND-0014762,2024-02-27T03:33:09,CLI-00020,PROD-0015,Site,1,2513.0
VND-0012001,2024-02-27T04:06:55,CLI-00474,PROD-0065,Midia Paga,1,171.92
VND-0010446,2024-02-27T04:25:15,CLI-00032,PROD-0048,Email Marketing,1,209.43
VND-0014041,2024-02-27T06:41:40,CLI-00041,PROD-0065,Midia Paga,3,168.52
VND-0004811,2024-02-27T09:08:33,CLI-00448,PROD-0023,Loja Física,1,348.15
VND-0005195,2024-02-27T09:10:23,CLI-00285,PROD-0065,Midia Paga,2,156.2
VND-0014242,2024-02-27T09:20:08,CLI-00078,PROD-0034,Organico,1,430.59
VND-0010308,2024-02-27T09:25:37,CLI-00027,PROD-0071,Midia Paga,3,32.76
VND-0012036,2024-02-27T09:51:46,CLI-00288,PROD-0041,WhatsApp,1,187.27
VND-0010757,2024-02-27T10:00:15,CLI-00058,PROD-0076,Redes Sociais,1,413.06
VND-0001742,2024-02-27T10:02:24,CLI-00078,PROD-0066,App Mobile,2,270.74
VND-0001290,2024-02-27T10:32:04,CLI-00031,PROD-0045,Midia Paga,3,379.35
VND-0011923,2024-02-27T10:49:34,CLI-00075,PROD-0011,App Mobile,2,4076.63
VND-0014938,2024-02-27T10:56:30,CLI-00329,PROD-0056,App Mobile,1,26.76
VND-0011317,2024-02-27T11:23:05,CLI-00229,PROD-0023,Site,1,401.64
VND-0001067,2024-02-27T11:31:10,CLI-00451,PROD-0050,Marketplace,1,442.97
VND-0010998,2024-02-27T11:46:06,CLI-00081,PROD-0052,Organico,1,45.36
VND-0010045,2024-02-27T11:51:58,CLI-00003,PROD-0037,App Mobile,2,1023.41
VND-0012986,2024-02-27T13:48:20,CLI-00028,PROD-0056,Site,2,25.12
VND-0002125,2024-02-27T14:58:30,CLI-00446,PROD-0066,App Mobile,1,274.82
VND-0000200,2024-02-27T15:08:44,CLI-00062,PROD-0054,Loja Física,1,149.54
VND-0008989,2024-02-27T15:13:58,CLI-00209,PROD-0042,Redes Sociais,1,684.79
VND-0014355,2024-02-27T15:16:45,CLI-00014,PROD-0047,Midia Paga,2,83.27
VND-0014754,2024-02-27T15:21:53,CLI-00096,PROD-0069,Midia Paga,2,114.56
VND-0000400,2024-02-27T15:42:26,CLI-00056,PROD-0042,Site,1,775.71
VND-0009922,2024-02-27T15:45:30,CLI-00046,PROD-0025,Midia Paga,1,165.89
VND-0003885,2024-02-27T16:30:58,CLI-00391,PROD-0047,App Mobile,1,81.4
VND-0010786,2024-02-27T17:10:00,CLI-00176,PROD-0009,Site,2,3375.0
VND-0005737,2024-02-27T17:35:51,CLI-00074,PROD-0042,Midia Paga,2,724.59
VND-0007371,2024-02-27T17:40:29,CLI-00099,PROD-0068,Midia Paga,2,96.85
VND-0013603,2024-02-27T17:49:29,CLI-00440,PROD-0072,Site,2,407.03
VND-0007939,2024-02-27T17:54:57,CLI-00039,PROD-0019,Redes Sociais,2,4841.99
VND-0001985,2024-02-27T18:35:30,CLI-00128,PROD-0030,Midia Paga,2,69.35
VND-0011203,2024-02-27T18:45:43,CLI-00063,PROD-0071,Midia Paga,1,34.93
VND-0010780,2024-02-27T20:02:58,CLI-00169,PROD-0036,Midia Paga,2,316.43
VND-0002230,2024-02-27T20:05:28,CLI-00100,PROD-0075,App Mobile,2,258.82
VND-0001586,2024-02-27T20:12:37,CLI-00487,PROD-0021,Midia Paga,3,379.11
VND-0010220,2024-02-27T21:38:22,CLI-00198,PROD-0042,Site,1,707.46
VND-0014496,2024-02-27T23:31:53,CLI-00469,PROD-0017,Midia Paga,1,2930.94
VND-0012145,2024-02-27T23:58:17,CLI-00155,PROD-0062,App Mobile,1,91.28
VND-0002402,2024-02-28T00:05:51,CLI-00113,PROD-0077,Organico,1,189.49
VND-0007616,2024-02-28T03:57:41,CLI-00008,PROD-0067,Marketplace,1,219.35
VND-0007317,2024-02-28T04:58:56,CLI-00095,PROD-0066,Marketplace,3,226.65
VND-0010723,2024-02-28T06:24:18,CLI-00177,PROD-0035,App Mobile,1,762.77
VND-0000012,2024-02-28T06:59:36,CLI-00049,PROD-0036,Midia Paga,1,335.68
VND-0009586,2024-02-28T08:59:36,CLI-00025,PROD-0022,Midia Paga,5,134.67
VND-0000029,2024-02-28T09:16:42,CLI-00375,PROD-0024,App Mobile,1,353.71
VND-0014398,2024-02-28T10:41:58,CLI-00457,PROD-0056,Midia Paga,1,23.46
VND-0001672,2024-02-28T10:42:09,CLI-00061,PROD-0036,Organico,2,324.04
VND-0006721,2024-02-28T10:56:12,CLI-00039,PROD-0061,App Mobile,3,69.98
VND-0001133,2024-02-28T11:12:54,CLI-00209,PROD-0029,Site,1,641.01
VND-0013859,2024-02-28T11:16:13,CLI-00086,PROD-0079,Midia Paga,1,504.74
VND-0003442,2024-02-28T11:21:31,CLI-00037,PROD-0062,Midia Paga,4,109.94
VND-0005562,2024-02-28T11:39:59,CLI-00180,PROD-0056,App Mobile,1,29.43
VND-0000456,2024-02-28T11:43:21,CLI-00039,PROD-0065,Marketplace,1,153.03
VND-0007225,2024-02-28T11:59:05,CLI-00002,PROD-0013,Organico,1,5343.64
VND-0012994,2024-02-28T12:04:34,CLI-00409,PROD-0001,App Mobile,2,3172.82
VND-0006455,2024-02-28T13:26:37,CLI-00306,PROD-0067,Email Marketing,1,222.86
VND-0003246,2024-02-28T13:48:13,CLI-00479,PROD-0079,WhatsApp,1,508.51
VND-0006427,2024-02-28T14:04:00,CLI-00054,PROD-0062,Site,1,95.2
VND-0014827,2024-02-28T14:06:31,CLI-00024,PROD-0009,App Mobile,3,3208.05
VND-0004266,2024-02-28T14:19:32,CLI-00169,PROD-0073,App Mobile,4,448.02
VND-0009753,2024-02-28T14:24:11,CLI-00074,PROD-0019,App Mobile,1,4783.64
VND-0013313,2024-02-28T15:10:01,CLI-00070,PROD-0041,Organico,1,230.19
VND-0004920,2024-02-28T15:29:23,CLI-00420,PROD-0067,Email Marketing,1,218.16
VND-0012521,2024-02-28T15:32:04,CLI-00277,PROD-0008,Midia Paga,3,1548.65
VND-0005407,2024-02-28T15:51:54,CLI-00395,PROD-0077,WhatsApp,2,190.97
VND-0011270,2024-02-28T16:00:10,CLI-00032,PROD-0031,App Mobile,2,627.66
VND-0007030,2024-02-28T16:09:27,CLI-00058,PROD-0042,Organico,2,843.81
VND-0011140,2024-02-28T16:31:43,CLI-00066,PROD-0072,Redes Sociais,1,465.48
VND-0006333,2024-02-28T16:43:57,CLI-00053,PROD-0067,Site,2,232.15
VND-0005787,2024-02-28T16:53:12,CLI-00114,PROD-0077,App Mobile,1,197.1
VND-0002267,2024-02-28T17:04:30,CLI-00227,PROD-0049,App Mobile,2,174.02
VND-0012958,2024-02-28T17:14:58,CLI-00100,PROD-0033,Marketplace,3,340.6
VND-0010705,2024-02-28T17:22:40,CLI-00240,PROD-0065,App Mobile,1,149.29
VND-0006069,2024-02-28T17:37:45,CLI-00229,PROD-0078,Marketplace,1,369.5
VND-0010426,2024-02-28T20:00:38,CLI-00018,PROD-0032,Site,4,925.05
VND-0008779,2024-02-28T20:15:12,CLI-00471,PROD-0047,Redes Sociais,3,84.06
VND-0012284,2024-02-28T21:09:59,CLI-00084,PROD-0020,App Mobile,1,8296.18
VND-0003153,2024-02-28T21:42:19,CLI-00056,PROD-0059,Midia Paga,4,110.52
VND-0004735,2024-02-28T22:11:35,CLI-00071,PROD-0063,Midia Paga,2,189.18
VND-0003368,2024-02-28T23:25:30,CLI-00131,PROD-0020,App Mobile,1,6969.57
VND-0001788,2024-02-29T00:06:10,CLI-00064,PROD-0030,Loja Física,1,68.9
VND-0010227,2024-02-29T01:41:05,CLI-00367,PROD-0004,Midia Paga,1,3229.3
VND-0001049,2024-02-29T04:00:41,CLI-00429,PROD-0032,App Mobile,1,1086.36
VND-0006652,2024-02-29T06:43:08,CLI-00020,PROD-0076,Midia Paga,2,462.94
VND-0009119,2024-02-29T07:25:54,CLI-00004,PROD-0047,Redes Sociais,1,73.75
VND-0012233,2024-02-29T08:08:15,CLI-00341,PROD-0038,Email Marketing,1,70.27
VND-0002315,2024-02-29T09:00:11,CLI-00386,PROD-0028,App Mobile,3,423.47
VND-0012850,2024-02-29T09:06:25,CLI-00024,PROD-0014,Midia Paga,2,4128.36
VND-0007294,2024-02-29T09:15:20,CLI-00494,PROD-0059,Site,1,129.13
VND-0002827,2024-02-29T09:53:26,CLI-00287,PROD-0019,App Mobile,1,3833.59
VND-0010616,2024-02-29T09:54:36,CLI-00224,PROD-0073,Site,1,389.07
VND-0004099,2024-02-29T09:58:21,CLI-00406,PROD-0047,App Mobile,5,64.58
VND-0012269,2024-02-29T10:35:56,CLI-00018,PROD-0069,Site,1,102.76
VND-0005696,2024-02-29T11:03:05,CLI-00445,PROD-0054,App Mobile,1,146.62
VND-0002396,2024-02-29T11:05:24,CLI-00033,PROD-0032,Organico,1,809.13
VND-0008049,2024-02-29T11:09:05,CLI-00047,PROD-0077,App Mobile,2,203.83
VND-0000032,2024-02-29T11:11:23,CLI-00087,PROD-0018,App Mobile,1,5033.37
VND-0004260,2024-02-29T11:23:52,CLI-00071,PROD-0010,Site,4,3159.66
VND-0007704,2024-02-29T11:48:18,CLI-00070,PROD-0042,App Mobile,5,669.83
VND-0003849,2024-02-29T12:48:35,CLI-00027,PROD-0031,Site,1,665.4
VND-0007775,2024-02-29T13:53:54,CLI-00038,PROD-0055,WhatsApp,4,40.71
VND-0008428,2024-02-29T14:30:26,CLI-00023,PROD-0028,Midia Paga,1,406.48
VND-0012874,2024-02-29T15:35:26,CLI-00357,PROD-0021,App Mobile,1,345.25
VND-0013706,2024-02-29T15:49:46,CLI-00024,PROD-0032,Marketplace,1,1070.03
VND-0012425,2024-02-29T16:27:18,CLI-00067,PROD-0067,WhatsApp,1,197.0
VND-0008390,2024-02-29T16:44:09,CLI-00111,PROD-0059,Midia Paga,3,107.83
VND-0006231,2024-02-29T16:56:19,CLI-00279,PROD-0036,Midia Paga,1,262.84
VND-0014006,2024-02-29T17:38:49,CLI-00072,PROD-0005,Site,3,4508.42
VND-0012319,2024-02-29T17:59:17,CLI-00052,PROD-0025,Site,2,151.72
VND-0012584,2024-02-29T18:04:22,CLI-00215,PROD-0048,Marketplace,1,231.31
VND-0014788,2024-02-29T18:23:31,CLI-00394,PROD-0014,Redes Sociais,3,4959.39
VND-0000950,2024-02-29T18:30:42,CLI-00381,PROD-0060,Midia Paga,1,113.25
VND-0001925,2024-02-29T18:37:08,CLI-00018,PROD-0013,Site,1,4887.96
VND-0004114,2024-02-29T18:47:15,CLI-00104,PROD-0064,Organico,1,218.61
VND-0005714,2024-02-29T19:10:18,CLI-00148,PROD-0009,Marketplace,1,3031.35
VND-0002809,2024-02-29T19:15:06,CLI-00002,PROD-0027,Email Marketing,1,153.55
VND-0005907,2024-02-29T19:18:09,CLI-00009,PROD-0053,Site,2,158.86
VND-0012893,2024-02-29T19:23:34,CLI-00044,PROD-0028,Organico,1,472.0
